GO,AUC,AVG_NODE_DEGREE,DEGREE_NULL_AUC,P_Value,n_genes,namespace,term_name,is_obsolete
GO:0032040,0.8701548547530237,7441.589068386182,0.7055071686653402,1.7874735910336063e-22,58,cellular_component,small-subunit processome,False
GO:0018026,0.8696134286082143,7192.242308158934,0.5925007242178447,4.385986170035699e-05,12,biological_process,peptidyl-lysine monomethylation,False
GO:0045037,0.8644512857660268,6604.579137938652,0.3620717131474103,1.0457409237927954e-06,15,biological_process,protein import into chloroplast stroma,False
GO:0022900,0.8631577721655246,6014.343552653395,0.1941787824630891,1.0324284161297728e-07,18,biological_process,electron transport chain,False
GO:0000463,0.8630273576347388,7399.022570466199,0.6771679234338747,1.494776741445615e-11,28,biological_process,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",False
GO:0048471,0.8608898383501904,5555.682856145905,0.13542551300535224,8.969192494469662e-05,11,cellular_component,perinuclear region of cytoplasm,False
GO:0000028,0.8605565295073819,6878.355601239053,0.4542805326700865,1.6834812917579243e-13,35,biological_process,ribosomal small subunit assembly,False
GO:0042254,0.8601140793812081,7223.234164355085,0.6077960724135786,3.6000339824387933e-16,42,biological_process,ribosome biogenesis,False
GO:0015935,0.859565553382115,6506.300123425504,0.33805950113146754,4.743635934908663e-07,17,cellular_component,small ribosomal subunit,False
GO:0009368,0.8593493592950233,5955.554880814448,0.1727075529190159,2.3615423159156617e-07,17,cellular_component,endopeptidase Clp complex,False
GO:0098542,0.8569265430882619,6784.313365419428,0.4299582553328686,5.167661358983556e-16,43,biological_process,defense response to other organism,False
GO:0045910,0.8566058996337881,5872.919918707969,0.1706434866594229,1.5417118705325932e-06,15,biological_process,negative regulation of DNA recombination,False
GO:0005854,0.8549025524655595,7154.642245824386,0.567678157589803,1.2728499559186633e-05,12,cellular_component,nascent polypeptide-associated complex,False
GO:0034599,0.8546698766620443,6080.570170068799,0.2084457222797976,5.61373225078953e-12,31,biological_process,cellular response to oxidative stress,False
GO:0016554,0.8542473450142363,6681.735907671365,0.4240580912316737,2.6659299626313906e-05,11,biological_process,cytidine to uridine editing,False
GO:0005840,0.8541964559371928,6710.074224272806,0.3961980123712662,2.548998865060305e-147,448,cellular_component,ribosome,False
GO:0006414,0.8517940075929485,6507.346573656604,0.3450417718931536,2.7187760279316387e-12,33,biological_process,translational elongation,False
GO:0009535,0.849385527434308,6247.167735868695,0.2501694041054345,2.9486534242380412e-55,167,cellular_component,chloroplast thylakoid membrane,False
GO:0070475,0.8464863777214374,7400.046573299173,0.6715006640106242,1.9479269924719842e-06,15,biological_process,rRNA base methylation,False
GO:0009416,0.846018303593017,6181.3478965348295,0.2228048915779862,4.6964630051794084e-12,34,biological_process,response to light stimulus,False
GO:0015986,0.8452044537835421,6070.081826001796,0.21215472563010307,7.011058118329696e-07,19,biological_process,proton motive force-driven ATP synthesis,False
GO:0006898,0.8450768822265672,6856.1785390542655,0.4472116340463071,0.00014714216446318844,11,biological_process,receptor-mediated endocytosis,False
GO:0045116,0.8448516747951776,7353.399933368383,0.6587767223360445,8.312857181675772e-06,14,biological_process,protein neddylation,False
GO:0000786,0.8440891623328245,5796.883191215514,0.1630864387639873,4.21906337797688e-23,68,cellular_component,nucleosome,False
GO:1901259,0.8425368665017712,6396.100852607785,0.28875653537164414,8.643299879641902e-11,29,biological_process,chloroplast rRNA processing,False
GO:0006801,0.8415576158514012,6325.600470862817,0.2870491090830074,5.513376308463258e-06,14,biological_process,superoxide metabolic process,False
GO:0002098,0.8415204254874036,7362.731898934337,0.6747049025997538,5.836504888800496e-05,11,biological_process,tRNA wobble uridine modification,False
GO:0000470,0.8410175449198292,7214.745128432266,0.5945080976553058,4.548401534533448e-11,30,biological_process,maturation of LSU-rRNA,False
GO:0006412,0.8390269285963298,6696.09689606959,0.3958138868298035,8.832658190130258e-126,417,biological_process,translation,False
GO:0016117,0.8378381642512078,6137.127575195159,0.2202536231884058,1.150706215023546e-07,20,biological_process,carotenoid biosynthetic process,False
GO:0000813,0.8373122198888003,6290.107126242979,0.24692723454400622,0.00011920285217569965,11,cellular_component,ESCRT I complex,False
GO:2000022,0.8342176722873774,6773.800239955317,0.42006109397106994,1.9308580994047954e-07,19,biological_process,regulation of jasmonic acid mediated signaling pathway,False
GO:0045454,0.83337879991252,6146.049223056527,0.2156175972927242,1.7233520559315854e-10,30,biological_process,cell redox homeostasis,False
GO:0072686,0.8310887375859127,7422.633353248671,0.6982781813290287,0.00039663525632654045,14,cellular_component,mitotic spindle,False
GO:0009611,0.8289202784820314,6773.005964101443,0.4246625618737172,4.236680339123301e-06,15,biological_process,response to wounding,False
GO:0031347,0.8289202784820314,6773.005964101443,0.4246625618737172,4.236680339123301e-06,15,biological_process,regulation of defense response,False
GO:0000162,0.8278819771324658,7036.424973266268,0.5319192358080039,0.00015597810743620677,11,biological_process,L-tryptophan biosynthetic process,False
GO:0070534,0.8271814187068424,6471.658944059587,0.2959065416692535,1.003273041655128e-05,14,biological_process,protein K63-linked ubiquitination,False
GO:0002181,0.8219482385361059,6811.560004071145,0.4216027381760579,2.582312836806757e-21,72,biological_process,cytoplasmic translation,False
GO:0042273,0.8210840814002317,7072.690049320411,0.5322890909483089,7.532877348951782e-12,37,biological_process,ribosomal large subunit biogenesis,False
GO:0000027,0.8179452380241076,7089.912256600063,0.5460604622615796,1.7461696088680964e-11,37,biological_process,ribosomal large subunit assembly,False
GO:0005770,0.8171044795338581,7481.403711456421,0.7193818422631981,2.9107720512549466e-05,14,cellular_component,late endosome,False
GO:0006611,0.8157642158638175,7225.476760081943,0.6033949052275746,3.5728897628309885e-05,15,biological_process,protein export from nucleus,False
GO:0034715,0.8125731417763289,6770.317798083873,0.39561511529639015,1.692684587070941e-05,15,cellular_component,pICln-Sm protein complex,False
GO:0030422,0.8105114893959516,7429.953843647464,0.7041844742243148,4.167712269997141e-05,15,biological_process,siRNA processing,False
GO:0005839,0.8103379284458797,6530.482376137608,0.3025045140904108,5.052159756267452e-11,36,cellular_component,proteasome core complex,False
GO:0005687,0.809124569367977,6477.400297517954,0.2860629165459287,9.763835700808986e-06,16,cellular_component,U4 snRNP,False
GO:0006364,0.8081798537905408,7309.671656382293,0.6444347509996365,2.3476547996199836e-17,65,biological_process,rRNA processing,False
GO:0006121,0.8075083882492095,6849.1908165316745,0.4630642729708556,0.00025737351180174126,11,biological_process,"mitochondrial electron transport, succinate to ubiquinone",False
GO:0034475,0.803891745732841,7424.5439452261735,0.6999292443632271,5.996488292287572e-05,13,biological_process,U4 snRNA 3'-end processing,False
GO:0097526,0.8037286525987092,6435.907341959066,0.2737112228637652,4.929491263998528e-05,14,cellular_component,spliceosomal tri-snRNP complex,False
GO:0042546,0.801809739925325,7566.237745204639,0.7382012842796447,0.0019040034479768744,12,biological_process,cell wall biogenesis,False
GO:0015934,0.8017853262837691,6266.075191044661,0.2825824136029105,9.728877162547129e-05,13,cellular_component,large ribosomal subunit,False
GO:0006094,0.8010896759628369,6297.200546105301,0.2782551972546016,2.814286549955129e-07,23,biological_process,gluconeogenesis,False
GO:0000177,0.8004644386490228,7545.838577242568,0.7433669588525065,1.7845908359443723e-05,16,cellular_component,cytoplasmic exosome (RNase complex),False
GO:0006301,0.7976213467233166,6473.144605656028,0.303091203167246,0.0001864144613330433,12,biological_process,DNA damage tolerance,False
GO:0015995,0.7968035170886206,6273.0952352524055,0.25699979069056017,1.0480375703332186e-06,18,biological_process,chlorophyll biosynthetic process,False
GO:0046856,0.7966348953191057,6974.532947898604,0.5224400798563478,6.029103883226642e-08,26,biological_process,phosphatidylinositol dephosphorylation,False
GO:0045927,0.7963236596004957,7142.320646150246,0.5735239336934252,7.787039375471748e-05,14,biological_process,positive regulation of growth,False
GO:0045332,0.7960454871603814,7159.958469347761,0.5761645175311504,2.4655708618233922e-05,16,biological_process,phospholipid translocation,False
GO:0005682,0.7929704804478274,6599.96999284673,0.3257789054005074,2.3314221850552724e-07,25,cellular_component,U5 snRNP,False
GO:0048544,0.7852336819113445,6991.368976757286,0.527540808407915,3.2001270295076036e-07,27,biological_process,recognition of pollen,False
GO:0042147,0.7841065671582751,7299.9828133948895,0.6549025754516807,1.8347774403432287e-08,31,biological_process,"retrograde transport, endosome to Golgi",False
GO:0034605,0.7840042296410398,5989.481798412006,0.20954708610606976,1.1749680281334149e-11,45,biological_process,cellular response to heat,False
GO:0090630,0.7836857730320551,7241.558495231687,0.6206301308490032,7.2325884946424906e-06,22,biological_process,activation of GTPase activity,False
GO:0009773,0.7829281443390229,5891.61258500498,0.1875080087580993,5.35620028286767e-05,13,biological_process,photosynthetic electron transport in photosystem I,False
GO:0050821,0.7808271721271867,6001.85847964171,0.20251038948487485,8.003229772804195e-07,24,biological_process,protein stabilization,False
GO:0010498,0.7806406700529464,6447.477790613474,0.27315298900196355,3.6353293204933423e-06,21,biological_process,proteasomal protein catabolic process,False
GO:0000266,0.7801900002414234,7392.9059830747765,0.684947991821317,0.002516375859697939,13,biological_process,mitochondrial fission,False
GO:0005688,0.7801522908013779,6440.862537539392,0.28759779773978555,4.5206054968505314e-05,16,cellular_component,U6 snRNP,False
GO:0006325,0.7796657037942006,6983.714122739367,0.508808918288553,3.0004476068459905e-06,22,biological_process,chromatin organization,False
GO:0007010,0.7786277564427699,7451.624747400233,0.7079235295687955,1.698658667869227e-05,19,biological_process,cytoskeleton organization,False
GO:0035267,0.775991444935837,6878.189910392858,0.4433730475200786,8.197495060030382e-07,27,cellular_component,NuA4 histone acetyltransferase complex,False
GO:0010027,0.7743909038913751,6487.5989882681215,0.3470332508975299,1.271286309805864e-06,27,biological_process,thylakoid membrane organization,False
GO:0030117,0.7719776901120672,7178.720302748938,0.5848971578572532,4.063625694051582e-05,23,cellular_component,membrane coat,False
GO:0007623,0.7713187653426696,6502.626320920452,0.3687794277435712,0.0001476850949857415,15,biological_process,circadian rhythm,False
GO:0006952,0.7709557196038842,6929.165116354261,0.48651495376068404,5.527259249284266e-20,94,biological_process,defense response,False
GO:0006783,0.7706467601644661,6928.901685985068,0.49103022403044133,0.0009674645305977251,11,biological_process,heme biosynthetic process,False
GO:0007346,0.7683346609698988,6896.673249247606,0.508759109671558,0.0065104276603309835,11,biological_process,regulation of mitotic cell cycle,False
GO:0009534,0.7683063401391657,6493.970813524369,0.3366271032391601,6.427618677974447e-09,38,cellular_component,chloroplast thylakoid,False
GO:0007018,0.7671429300430824,7354.463143056856,0.6641903574068209,4.351994605476055e-10,44,biological_process,microtubule-based movement,False
GO:0006623,0.7667178513917645,6946.754655982358,0.47708333333333336,1.8036225825510088e-05,20,biological_process,protein targeting to vacuole,False
GO:0000148,0.7664996216329357,7104.793318374236,0.5468450627123284,2.7002870027446727e-05,18,cellular_component,"1,3-beta-D-glucan synthase complex",False
GO:0006075,0.7664996216329357,7104.793318374236,0.5468450627123284,2.7002870027446727e-05,18,biological_process,(1->3)-beta-D-glucan biosynthetic process,False
GO:0042744,0.7643250431896024,6151.6793283589805,0.24734318031156777,8.025547098553525e-07,28,biological_process,hydrogen peroxide catabolic process,False
GO:0009507,0.7640735771489591,6538.832109652369,0.3623191639611027,1.0849423171547337e-77,418,cellular_component,chloroplast,False
GO:0019773,0.7634195177857762,6701.106421325843,0.35894595536598584,2.016007049971039e-05,21,cellular_component,"proteasome core complex, alpha-subunit complex",False
GO:0009785,0.7627869921054539,6081.592399886131,0.23109793805817563,0.00033300024180350736,13,biological_process,blue light signaling pathway,False
GO:0006749,0.7604068960719922,6220.823161231176,0.2644233417905038,5.503838970552934e-06,25,biological_process,glutathione metabolic process,False
GO:0030687,0.7599285751436016,7513.313024806453,0.7254520316568372,1.4693636335966798e-07,31,cellular_component,"preribosome, large subunit precursor",False
GO:0016272,0.7592217017829072,6438.6803999670665,0.274782185799135,0.0006565766603759798,14,cellular_component,prefoldin complex,False
GO:2000031,0.7572934865160065,6791.291597022182,0.4287179800090764,6.488296612243292e-05,19,biological_process,regulation of salicylic acid mediated signaling pathway,False
GO:0006515,0.754920328084518,6131.6339627046145,0.22877274374773468,3.4863713626676795e-06,25,biological_process,protein quality control for misfolded or incompletely synthesized proteins,False
GO:0009626,0.7545947523039156,6795.1616830528055,0.43562477363274177,0.00039664900603851886,15,biological_process,plant-type hypersensitive response,False
GO:0080156,0.7532057887477391,7162.975726533673,0.6074280700059573,0.00013558366851373845,18,biological_process,mitochondrial mRNA modification,False
GO:0009658,0.7521431922310496,6763.512112793424,0.4288622311435394,1.5316515654026533e-08,41,biological_process,chloroplast organization,False
GO:0042026,0.7513145752569597,6164.895835092994,0.2791264077818029,2.7966971902121722e-08,39,biological_process,protein refolding,False
GO:1990961,0.7513007501851314,6997.638122931667,0.5305844320486816,0.00024778463015591174,16,biological_process,xenobiotic detoxification by transmembrane export across the plasma membrane,False
GO:0005635,0.7508354067525022,7356.705703187191,0.6713081348199835,2.6980676258360968e-05,21,cellular_component,nuclear envelope,False
GO:0009570,0.7493090895521913,6496.954499726337,0.35109894756958365,2.742611387942096e-20,113,cellular_component,chloroplast stroma,False
GO:0006189,0.7486827673268351,7145.231693992129,0.5722822375364748,0.0019459529880547794,14,biological_process,'de novo' IMP biosynthetic process,False
GO:0000502,0.7476113445039999,6898.475779552857,0.4697077875043977,0.0008802586597890765,14,cellular_component,proteasome complex,False
GO:0006120,0.7475155304493369,6628.265389851654,0.3362362398609502,0.0014731414083925158,12,biological_process,"mitochondrial electron transport, NADH to ubiquinone",False
GO:0009536,0.7465059019480048,6245.71281505088,0.26868511313438537,0.005886038331255663,11,cellular_component,plastid,False
GO:0006457,0.7462225922016247,6199.710243999482,0.28989098939950797,1.797956459263924e-30,181,biological_process,protein folding,False
GO:0019941,0.745906390378206,6436.845033242053,0.31829928029754145,0.00015124690301069384,18,biological_process,modification-dependent protein catabolic process,False
GO:0046854,0.745853948942696,7069.974986395894,0.5444512346702022,5.345150992127558e-06,28,biological_process,phosphatidylinositol phosphate biosynthetic process,False
GO:0098656,0.7427740362565477,7010.113575412398,0.5050724494565468,0.005084914367278552,11,biological_process,monoatomic anion transmembrane transport,False
GO:0050832,0.7422143790375263,6643.941510117037,0.3571996468667868,2.1754293213267125e-08,43,biological_process,defense response to fungus,False
GO:0090307,0.74024850518658,7350.517604505518,0.6653926937840895,0.0022936837350375173,13,biological_process,mitotic spindle assembly,False
GO:0005876,0.7402055467027218,7350.410989987921,0.6638262867076427,0.00357756407568106,14,cellular_component,spindle microtubule,False
GO:0009725,0.7373559698473997,7464.746809552058,0.6972162423217025,1.4562738707811755e-08,46,biological_process,response to hormone,False
GO:0000467,0.7359903906514075,7475.624783469439,0.7261180439146541,0.0005522382846982207,14,biological_process,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",False
GO:0051123,0.735438094548264,6913.551864986194,0.4781513213716604,0.0017101086721038397,14,biological_process,RNA polymerase II preinitiation complex assembly,False
GO:0016125,0.73535925764872,7321.143587058105,0.65262422749015,7.465054500414474e-05,22,biological_process,sterol metabolic process,False
GO:0030131,0.7344764848894686,7383.968759335332,0.6595581960746429,0.00034241632715510326,18,cellular_component,clathrin adaptor complex,False
GO:0018107,0.7341956997260577,7118.207778923679,0.5421557262232527,0.0002042216224696095,18,biological_process,peptidyl-threonine phosphorylation,False
GO:0006574,0.731727263948239,7492.117854908865,0.7181864271746216,0.0015406975834699576,13,biological_process,L-valine catabolic process,False
GO:0030490,0.7313825626869105,6947.567825397708,0.49229710144927535,0.00021349797597000652,20,biological_process,maturation of SSU-rRNA,False
GO:0009941,0.7311782880755097,6680.191622420549,0.40396077813338505,8.716692904593566e-12,72,cellular_component,chloroplast envelope,False
GO:0005730,0.731030406951726,7187.38955336751,0.5972637782933099,1.776846735380558e-30,205,cellular_component,nucleolus,False
GO:0006526,0.7293308227114715,7448.721134596582,0.7010790845886443,0.0025915769835907635,12,biological_process,L-arginine biosynthetic process,False
GO:0006417,0.7291257709101657,7305.101969111262,0.6304767505785187,0.0006999463606416016,17,biological_process,regulation of translation,False
GO:0006879,0.7288362378040428,6535.574138204817,0.39222981504679466,4.7814732414470056e-05,29,biological_process,intracellular iron ion homeostasis,False
GO:0051231,0.728509343763581,7333.332234137363,0.6555276173920243,0.0016480824984830213,14,biological_process,spindle elongation,False
GO:0031204,0.7272181588497034,7056.570474766428,0.5281864923403051,0.005154323925910422,11,biological_process,"post-translational protein targeting to membrane, translocation",False
GO:0006813,0.7267503543186614,7376.859090425092,0.6621941256308557,0.0005104703895509375,22,biological_process,potassium ion transport,False
GO:0006896,0.7266858972811612,7131.02464734156,0.5644408455618536,0.004414046182267331,11,biological_process,Golgi to vacuole transport,False
GO:0045036,0.7263341176687069,6683.057597711194,0.3917588433238339,0.0005415520234684353,18,biological_process,protein targeting to chloroplast,False
GO:0007166,0.7220890747776755,6904.801131751212,0.47769162016571254,0.0001929800296843814,21,biological_process,cell surface receptor signaling pathway,False
GO:0010008,0.7204627215220435,6761.363552663587,0.4133089133089133,0.003778162712112977,14,cellular_component,endosome membrane,False
GO:0030050,0.7200654415830527,7003.99490276658,0.5341386762244857,0.0002899068095262084,22,biological_process,vesicle transport along actin filament,False
GO:0010960,0.7197939691965328,7367.470607709081,0.7039019348382807,0.025503400193132915,11,biological_process,magnesium ion homeostasis,False
GO:0000127,0.7183801224644153,7068.645058819649,0.533881065708135,0.003714171389822673,11,cellular_component,transcription factor TFIIIC complex,False
GO:0045892,0.7175762959154302,6502.984808658113,0.32431195757352993,3.5079678110284756e-05,29,biological_process,negative regulation of DNA-templated transcription,False
GO:0009736,0.7174797332894366,7518.914895133976,0.7289471036988342,2.2364782756071167e-05,31,biological_process,cytokinin-activated signaling pathway,False
GO:0000387,0.7172735879461768,6821.782394876737,0.42832245588590767,1.807236125669462e-05,30,biological_process,spliceosomal snRNP assembly,False
GO:0005689,0.7168782512763524,6712.8448292323,0.4033061445005205,0.00023395113991745236,22,cellular_component,U12-type spliceosomal complex,False
GO:0031969,0.716666264352556,6663.901700588337,0.40326796094773504,0.006042536170919371,11,cellular_component,chloroplast membrane,False
GO:0016226,0.7158720631549479,6469.37545844379,0.346792268579978,3.338713497970602e-06,37,biological_process,iron-sulfur cluster assembly,False
GO:0048024,0.7155161538812528,7289.84938142016,0.6284927479216921,0.0004984598545660391,21,biological_process,"regulation of mRNA splicing, via spliceosome",False
GO:0046540,0.7119409452984717,6599.890727064923,0.3374427140576074,1.0863282202763074e-06,42,cellular_component,U4/U6 x U5 tri-snRNP complex,False
GO:0034440,0.7118619923704669,6623.313620945673,0.4306460959003332,0.007209548987507223,14,biological_process,lipid oxidation,False
GO:0007052,0.7113637643726717,7296.658768944719,0.6106623480075577,0.041233012301172434,11,biological_process,mitotic spindle organization,False
GO:0016126,0.7101555850885317,7180.194846944781,0.5854555998550199,0.0002537778633868616,25,biological_process,sterol biosynthetic process,False
GO:0042274,0.7099991834631743,6963.089507842121,0.4992915680497191,0.0011685210373708539,18,biological_process,ribosomal small subunit biogenesis,False
GO:0071011,0.7099149146649896,6642.670909293183,0.36771261468842115,2.036691171358994e-08,56,cellular_component,precatalytic spliceosome,False
GO:0033179,0.7094771241830066,6568.244303377764,0.3581389452332657,0.0015359115164185794,16,cellular_component,"proton-transporting V-type ATPase, V0 domain",False
GO:0006887,0.7094033919534355,6974.7891970323435,0.4959339643167972,1.4062637294153739e-05,32,biological_process,exocytosis,False
GO:0090158,0.7086557473808469,7069.880981461757,0.5362115175660992,0.0384024395360618,15,biological_process,endoplasmic reticulum membrane organization,False
GO:0005764,0.7080912712785222,6752.671253514973,0.4560473258481227,0.0026254002579276328,15,cellular_component,lysosome,False
GO:0007015,0.7076944277292331,7041.516600941577,0.5482636102005556,6.505360574668094e-05,29,biological_process,actin filament organization,False
GO:0035970,0.707254395536555,7066.959323470309,0.5483301804423748,1.3391470389253973e-10,76,biological_process,peptidyl-threonine dephosphorylation,False
GO:0016607,0.705873090648058,7518.676017025063,0.7185922861020702,0.0003841725807966116,22,cellular_component,nuclear speck,False
GO:0000145,0.7042507311397811,6910.196395326623,0.4672903069857385,2.9263537216157082e-05,30,cellular_component,exocyst,False
GO:0008643,0.7033832272438171,7363.810652508407,0.6676251530209482,0.0006772180906615926,19,biological_process,carbohydrate transport,False
GO:0009904,0.7025153739656783,6683.79449464155,0.3928163937988989,0.002948408215987427,16,biological_process,chloroplast accumulation movement,False
GO:0009903,0.7025153739656783,6683.79449464155,0.3928163937988989,0.002948408215987427,16,biological_process,chloroplast avoidance movement,False
GO:0006122,0.7023340843716178,6231.669939129061,0.26182694617857594,0.0012453613982288335,19,biological_process,"mitochondrial electron transport, ubiquinol to cytochrome c",False
GO:0009738,0.7022705873832114,6650.369685145993,0.36422439008083973,0.00944876962519815,13,biological_process,abscisic acid-activated signaling pathway,False
GO:0018105,0.7015867364479872,7159.848993559273,0.5733827362616057,7.735890988533814e-15,122,biological_process,peptidyl-serine phosphorylation,False
GO:0005744,0.7013358763268229,6936.516740445985,0.4776451186967592,0.006144828096786977,13,cellular_component,TIM23 mitochondrial import inner membrane translocase complex,False
GO:0018230,0.700708329308735,7210.081163035262,0.5965526296725587,0.00318066238803752,16,biological_process,peptidyl-L-cysteine S-palmitoylation,False
GO:0071035,0.7002949389601089,7453.470894190814,0.7153617730136888,0.00496209813526406,13,biological_process,nuclear polyadenylation-dependent rRNA catabolic process,False
GO:0071038,0.7002949389601087,7453.470894190814,0.7153617730136888,0.00496209813526406,13,biological_process,TRAMP-dependent tRNA surveillance pathway,False
GO:0071108,0.6983615433427136,7253.168788226157,0.6154403244495944,0.010561279971076493,12,biological_process,protein K48-linked deubiquitination,False
GO:0000176,0.6980712504663514,7541.787626354584,0.7445915680570365,0.0008518519588725401,21,cellular_component,nuclear exosome (RNase complex),False
GO:0009707,0.6979843361670444,6607.392681931848,0.38994133692037514,2.6759109673397794e-05,33,cellular_component,chloroplast outer membrane,False
GO:0008380,0.6975525460280675,6762.829762173545,0.4065034762456547,0.008082262464189324,12,biological_process,RNA splicing,False
GO:0034314,0.6974056907428866,7231.822308147598,0.6111855446118193,0.01495278420610127,12,biological_process,Arp2/3 complex-mediated actin nucleation,False
GO:0032543,0.6972599288320097,6854.821198726836,0.4567754174663049,0.0006193644197460019,23,biological_process,mitochondrial translation,False
GO:0042742,0.696857191152323,7016.833337473559,0.5082041437264561,0.002636185509293712,16,biological_process,defense response to bacterium,False
GO:0006207,0.6962453217433296,7554.625191025578,0.7431655197392248,0.004517547959729528,15,biological_process,'de novo' pyrimidine nucleobase biosynthetic process,False
GO:0010494,0.6961310673361658,6639.782719350359,0.34350255890305137,0.02220783720595487,12,cellular_component,cytoplasmic stress granule,False
GO:0008180,0.6956725013025281,7209.528259213524,0.5894042765779749,0.0039466748966663,19,cellular_component,COP9 signalosome,False
GO:0019898,0.6937802521891289,6555.3096643230265,0.372398288490826,7.392161618784679e-05,31,cellular_component,extrinsic component of membrane,False
GO:0006397,0.6937708642361325,7376.702867817786,0.6552528565472282,4.914538350556734e-06,43,biological_process,mRNA processing,False
GO:0005736,0.6935312024353121,6849.905458885067,0.48180921498372364,0.0005631791637854212,23,cellular_component,RNA polymerase I complex,False
GO:0006241,0.692167181666023,7439.982879693368,0.7067400540749323,0.017501231683847512,12,biological_process,CTP biosynthetic process,False
GO:0005852,0.691842416775378,6983.010012646721,0.49213324724268337,0.0009362308724255781,22,cellular_component,eukaryotic translation initiation factor 3 complex,False
GO:0032012,0.6912481706426807,6885.9613365524965,0.43741468931589883,0.005142165590006363,13,biological_process,regulation of ARF protein signal transduction,False
GO:0000815,0.6910549121481527,6544.044704140571,0.32881598629453956,0.0026953370641753607,17,cellular_component,ESCRT III complex,False
GO:0030015,0.6900566786625767,6916.018632904783,0.4581628333568506,0.0035457613983760354,19,cellular_component,CCR4-NOT core complex,False
GO:0051726,0.6895025956778945,7316.4094374732895,0.6380200410479295,0.011704289848424896,15,biological_process,regulation of cell cycle,False
GO:0018216,0.6877172653534184,7440.628876505895,0.7108560254924682,0.06212025498427073,12,biological_process,peptidyl-arginine methylation,False
GO:0006606,0.6867175433595699,7306.835778298043,0.6465351418945533,6.082423615669069e-07,57,biological_process,protein import into nucleus,False
GO:0009737,0.6866505326079332,6830.838767741433,0.4836928033547694,0.005266566007045697,17,biological_process,response to abscisic acid,False
GO:0000159,0.6865745622000609,6968.975117349182,0.49729681677073123,0.00015293443093690505,31,cellular_component,protein phosphatase type 2A complex,False
GO:0012507,0.6863932354551016,7237.680119806946,0.6055264778325123,0.006907960827389296,16,cellular_component,ER to Golgi transport vesicle membrane,False
GO:0006006,0.6861919911938035,6692.698581685051,0.4561855744835085,0.00076316477752251,25,biological_process,glucose metabolic process,False
